SchemeCode,SchemeName,SchemeCategory,Inception,ExpenseRatio,TurnoverRatio,ALP3Y,ALP5Y,ALP10Y,BET3Y,BET5Y,BET10Y,R2_3YRS,R2_5YRS,R2_10YRS,SD_3YRS,SD_5YRS,SD_10YRS,SHP_3YRS,SHP_5YRS,SHP_10YRS
105881,Aditya Birla Sun Life Savings Fund Retail Weekly Payout of Inc Dis cum Cap Wdrl,Ultra Short Duration,2007-05-06,0.55,237.98,-0.83,-0.28,-0.58,6.13,6.05,1.17,14.89,19.21,3.43,1.26,1.13,0.93,0.34,0.77,-0.14
105887,Aditya Birla Sun Life Savings Fund Weekly Payout of Inc Dis cum Cap Wdrl,Ultra Short Duration,2007-05-06,0.55,237.98,-1.18,-0.51,-0.87,2.69,3.86,1.1,12.19,16.68,5.17,0.64,0.73,0.7,-1.05,0.27,-0.63
105888,Aditya Birla Sun Life Savings Fund Daily Reinvst of Inc Dis cum Cap Wdrl Reg Pln,Ultra Short Duration,2007-05-06,0.55,237.98,-0.51,-0.16,-0.61,2.81,3.74,1.09,52.08,25.71,6.54,0.45,0.68,0.67,0.23,0.91,-0.3
105989,DSP Small Cap Fund Regular Plan Growth,Small-Cap,2007-06-14,1.73,22.0,-1.8,-0.36,-0.12,0.89,0.9,0.92,93.46,94.15,94.58,18.47,19.18,21.45,0.54,1.37,0.52
106143,Invesco India Large&MidCap Fund Reinvestment of Income Dist cum Capital Wtdrl,Large & Mid- Cap,2007-09-08,1.83,71.0,2.91,1.52,0.25,0.89,0.85,0.94,69.8,75.42,87.16,15.46,15.2,16.69,0.61,1.15,0.46
106144,Invesco India Large&MidCap Fund Growth,Large & Mid- Cap,2007-09-08,1.83,71.0,5.52,2.74,1.08,0.99,0.89,0.96,83.38,82.29,90.3,15.69,15.26,16.76,0.82,1.27,0.51
106157,Aditya Birla Sun Life Banking & PSU Debt Fund Retail Quarterly Payout Inc Dist cum Cap Wdrl,Banking & PSU,2007-07-19,0.73,282.83,-0.87,-0.68,-1.65,0.81,1.11,1.33,32.24,69.16,68.22,1.5,1.79,2.16,-0.58,0.29,0.04
106166,Canara Robeco Equity Hybrid Fund Growth,Aggressive Allocation,1993-01-02,1.74,19.0,-0.24,-0.46,-0.2,1.05,1.01,1.06,95.94,95.37,93.12,10.61,10.8,12.07,0.47,1.14,0.49
106167,Canara Robeco Equity Hybrid Fund Regular Monthly Reinvestment of Income Dist cum Cap Wdrl,Aggressive Allocation,1993-01-02,1.74,19.0,-0.28,-0.37,-0.53,1.05,1.0,1.07,94.57,91.96,90.2,10.62,10.85,12.38,0.46,1.13,0.45
106168,JM Value Fund Reinvestment of Income Distribution cum capital withdrawal,Value,1997-02-06,2.08,115.21,5.92,3.82,1.73,1.0,0.96,1.06,76.83,81.19,87.85,16.87,16.78,19.27,0.8,1.34,0.53
106171,Invesco India Corporate Bond Fund Regular Monthly Reinvestment of Income Dist cum Capital Wtdrl,Corporate Bond,2007-02-08,0.68,129.33,-0.24,-0.37,-2.21,1.08,1.08,1.76,85.98,90.37,54.98,1.31,1.58,3.21,-0.17,0.52,0.03
106172,Invesco India Corporate Bond Fund Regular Quarterly Reinvestment of Income Dist cum Capital Wtdrl,Corporate Bond,2007-02-08,0.68,129.33,-0.28,-0.39,-2.52,1.07,1.08,1.82,86.47,90.88,57.92,1.3,1.57,3.22,-0.21,0.51,-0.04
106177,Invesco India Corporate Bond Fund Regular Growth,Corporate Bond,2007-02-08,0.68,129.33,-0.24,-0.35,-1.77,1.08,1.08,1.82,85.98,90.53,61.84,1.31,1.58,3.13,-0.17,0.53,0.2
106179,Invesco India Corporate Bond Fund Regular Annual Reinvestment of Income Dist cum Capital Wtdrl,Corporate Bond,2009-01-22,0.68,129.33,-0.99,-0.76,-2.16,0.89,1.04,1.8,30.76,61.94,55.67,1.71,1.79,3.27,-0.59,0.2,0.06
106212,SBI Magnum Low Duration Fund Regular Plan Growth,Low Duration,2007-07-27,0.97,164.23,-1.14,-0.73,-0.34,4.47,5.09,2.53,69.33,45.64,40.42,0.57,0.72,0.71,-0.51,0.35,1.08
106213,SBI Magnum Low Duration Fund Regular Plan Daily Reinvestment of Income Dist cum capl wdrl,Low Duration,2007-07-27,0.97,164.23,-1.14,-0.73,-1.01,4.47,5.09,1.52,69.34,45.65,14.9,0.57,0.72,0.63,-0.51,0.35,-0.75
106214,SBI Magnum Low Duration Fund Regular Plan Weekly Reinvestment of Income Dist cum capl wdrl,Low Duration,2007-07-27,0.97,164.23,-1.14,-0.73,-1.0,4.47,5.1,1.56,69.33,45.68,16.05,0.57,0.72,0.63,-0.51,0.35,-0.7
106215,SBI Magnum Low Duration Fund Regular Plan Fortnightly Reinvestment of Income Dist cum capl wdrl,Low Duration,2008-06-25,0.97,164.23,-1.14,-0.73,-1.02,4.47,5.1,1.61,69.33,45.66,17.34,0.57,0.72,0.62,-0.51,0.35,-0.7
106216,SBI Magnum Low Duration Fund Regular Plan Monthly Reinvestment of Income Dist cum capl wdrl,Low Duration,2007-07-27,0.97,164.23,-1.14,-0.73,-0.91,4.46,5.09,1.98,69.18,45.57,19.6,0.57,0.72,0.71,-0.52,0.34,-0.24
106217,SBI Magnum Low Duration Fund Institutional Growth,Low Duration,2007-07-19,0.97,164.23,-1.14,-0.73,-0.33,4.47,5.09,2.53,69.33,45.65,40.41,0.57,0.72,0.71,-0.51,0.35,1.08
106221,SBI Magnum Low Duration Fund Institutional Daily Reinvestment of Income Dist cum capl wdrl,Low Duration,2007-07-19,0.97,164.23,-1.14,-0.73,-1.0,4.56,5.15,1.51,69.38,46.22,14.75,0.58,0.72,0.64,-0.46,0.36,-0.73
106222,SBI Magnum Low Duration Fund Institutional Weekly Reinvestment of Income Dist cum capl wdrl,Low Duration,2007-07-19,0.97,164.23,-1.14,-0.73,-1.03,4.47,5.09,1.66,69.33,45.65,17.41,0.57,0.72,0.64,-0.51,0.35,-0.67
106227,SBI Short Term Debt Fund Retail Plan Growth,Short Duration,2007-07-19,0.85,108.51,-0.17,-0.32,-0.4,0.81,0.92,1.0,83.26,82.99,87.95,1.03,1.42,1.48,-0.16,0.5,0.63
106228,SBI Short Term Debt Fund Retail Weekly Reinvestment of Income Distribution cum cap,Short Duration,2007-07-19,0.85,108.51,-0.17,-0.32,-1.32,0.81,0.92,0.89,83.26,82.99,81.86,1.03,1.42,1.34,-0.16,0.5,-0.12
106229,SBI Short Term Debt Fund Retail Monthly Reinvestment of Income Distribution cum cap,Short Duration,2007-07-19,0.85,108.51,-0.17,-0.32,-1.17,0.81,0.92,1.01,83.26,82.99,82.5,1.03,1.42,1.51,-0.16,0.5,0.1
106230,SBI Short Term Debt Fund Retail Fortnightly Reinvestment of Income Distribution cum cap,Short Duration,2008-08-14,0.85,108.51,-0.17,-0.32,-1.33,0.81,0.92,0.9,83.26,82.98,81.47,1.03,1.42,1.35,-0.16,0.5,-0.11
106231,SBI Short Term Debt Fund Regular Growth,Short Duration,2007-07-27,0.85,108.51,-0.17,-0.32,-0.4,0.81,0.92,1.0,83.27,82.99,87.95,1.03,1.42,1.48,-0.16,0.5,0.63
106232,SBI Short Term Debt Fund Regular Plan Weekly Reinvestment of Income Distribution cum cap,Short Duration,2008-02-25,0.85,108.51,-0.17,-0.32,-1.32,0.81,0.92,0.9,83.28,82.99,82.05,1.03,1.42,1.35,-0.16,0.5,-0.11
106233,SBI Short Term Debt Fund Regular Plan Monthly Reinvestment of Income Distribution cum cap,Short Duration,2007-07-27,0.85,108.51,-0.17,-0.32,-1.12,0.81,0.92,1.01,83.31,82.99,83.18,1.03,1.42,1.5,-0.16,0.5,0.13
106234,SBI Short Term Debt Fund Regular Plan Fortnightly Reinvestment of Income Distribution cum cap,Short Duration,2012-07-25,0.85,108.51,-0.17,-0.32,-1.3,0.81,0.92,0.95,83.25,82.98,83.01,1.03,1.42,1.42,-0.16,0.5,-0.04
106235,Nippon India Large Cap Fund - Growth,Large-Cap,2007-08-08,1.58,26.0,4.78,3.06,0.37,0.94,0.99,1.05,96.0,90.59,93.04,13.44,15.9,17.88,0.84,1.31,0.45
106236,Nippon India Large Cap Fund Reinvestment Inc Dist cum Cap Wdrl,Large-Cap,2007-08-08,1.58,26.0,4.2,2.68,-0.1,0.94,0.99,1.05,95.83,90.58,93.0,13.46,15.92,17.9,0.79,1.29,0.43
106240,Nippon India Large Cap Fund - Bonus,Large-Cap,2007-08-08,1.58,26.0,4.78,3.06,0.37,0.94,0.99,1.05,96.0,90.59,93.04,13.44,15.9,17.88,0.84,1.31,0.45
106260,Nippon India Growth Fund Institutional Reinvestment Inc Dist cum Cap Wdrl,Mid-Cap,2007-09-08,1.61,14.0,0.66,2.57,0.27,0.87,0.9,0.95,90.3,90.45,92.66,16.18,16.68,19.31,0.82,1.5,0.56
106383,UTI - Short Duration Fund - Discontinued Regular Option - Reinvestment Inc Dist cum Cap Wdrl,Short Duration,2003-06-23,0.85,279.37,-0.27,0.78,-1.53,0.7,0.8,1.01,71.47,21.91,10.33,0.96,2.28,4.22,-0.29,0.71,-0.05
106384,UTI - Short Duration Fund - Discontinued Regular Option -Growth Sub Option,Short Duration,2003-06-23,0.85,279.37,-0.27,0.78,-1.31,0.7,0.8,1.02,71.48,21.91,10.63,0.96,2.28,4.22,-0.29,0.71,0.01
106624,UTI - Short Duration Fund - Regular Plan - Growth Option,Short Duration,2007-09-19,0.85,279.37,0.02,1.09,-0.96,0.7,0.81,1.03,71.59,22.03,10.7,0.96,2.29,4.22,0.06,0.84,0.09
106822,ICICI Prudential Smallcap Fund Reinvestment of Income Distribution cum Cap Wdrl,Small-Cap,2007-10-18,1.83,59.0,-1.49,1.61,-1.3,0.71,0.79,0.86,88.55,84.39,87.57,15.1,17.8,20.71,0.52,1.4,0.45
106823,ICICI Prudential Smallcap Fund Growth,Small-Cap,2007-10-18,1.83,59.0,-0.84,2.23,-0.94,0.71,0.8,0.86,89.23,84.68,87.67,15.15,17.85,20.74,0.57,1.44,0.46
106871,LIC MF Large Cap Fund Growth,Large-Cap,1999-03-02,2.15,83.0,-3.98,-4.2,-2.36,1.01,0.92,0.91,96.93,93.01,93.58,14.4,14.69,15.51,0.21,0.85,0.28
106980,UTI - Short Duration Fund - Regular Plan - Quarterly Reinvestment Inc Dist cum Cap Wdrl,Short Duration,2007-11-19,0.85,279.37,0.02,1.08,-1.5,0.7,0.81,1.01,71.62,22.1,10.15,0.96,2.28,4.22,0.06,0.84,-0.04
107352,Invesco India Multicap Fund Reinvestment of Income Dist cum Capital Wtdrl,Multi-Cap,2008-03-17,1.92,121.0,2.53,1.67,-0.14,0.96,0.95,1.01,86.75,85.18,88.14,15.32,16.23,18.25,0.65,1.24,0.44
107353,Invesco India Multicap Fund Growth,Multi-Cap,2008-03-17,1.92,121.0,2.54,1.67,-0.14,0.96,0.95,1.01,86.76,85.2,88.13,15.33,16.23,18.26,0.65,1.24,0.44
107578,Mirae Asset Large Cap Fund Regular Growth,Large-Cap,2008-04-04,1.53,46.0,-1.65,-1.12,0.12,0.89,0.93,0.96,97.28,97.28,97.62,12.7,14.38,15.97,0.35,1.09,0.45
107579,Mirae Asset Large Cap Fund Regular Reinvestment of Income Distribution cum capital withdrawal,Large-Cap,2008-04-04,1.53,46.0,-1.86,-1.41,-0.31,0.89,0.93,0.96,97.09,97.08,97.28,12.7,14.41,16.01,0.34,1.06,0.42
107700,Mirae Asset Low Duration Fund - Regular Low Duration Plan Daily Reinvestment of Inc Dis cum cptlwdrl,Low Duration,2008-03-03,0.86,259.59,-1.96,-1.14,-1.62,2.26,2.97,0.78,3.51,5.8,1.65,0.99,0.96,0.87,-1.58,-0.6,-1.48
107701,Mirae Asset Low Duration Fund - Regular Low Duration Plan Weekly Reinvestment of Inc Dis cumcptlwdrl,Low Duration,2008-05-03,0.86,259.59,-1.02,-0.58,-1.13,4.2,4.35,0.69,61.41,26.65,1.77,0.56,0.78,0.79,-0.39,0.32,-1.12
107702,Mirae Asset Low Duration Fund - Regular Low Duration Plan Qt Reinvestment of Inc Dis cum cptl wdrl,Low Duration,2012-06-27,0.86,259.59,-1.76,-0.59,-1.73,4.45,3.64,1.41,9.38,5.17,1.97,1.17,1.25,1.45,-0.74,0.06,-0.8
107704,Mirae Asset Low Duration Fund - Regular Low Duration Plan Monthly Reinvestment of Inc Discumcptlwdrl,Low Duration,2008-05-03,0.86,259.59,-1.77,-1.01,-1.5,3.46,3.75,0.75,14.3,12.7,1.67,0.79,0.86,0.85,-1.48,-0.39,-1.41
107705,Mirae Asset Low Duration Fund - Regular Low Duration Plan Growth,Low Duration,2008-05-03,0.86,259.59,-1.08,-0.61,-0.7,4.18,4.32,1.75,62.39,26.53,11.11,0.56,0.77,0.84,-0.53,0.27,-0.04
108166,Aditya Birla Sun Life Pure Value Fund Reinvestment Inc Dist cum Cap Wdrl,Value,2008-03-27,1.93,52.0,2.8,1.19,-1.64,1.12,1.06,1.1,88.28,84.48,85.47,17.66,18.14,20.3,0.64,1.2,0.36
108167,Aditya Birla Sun Life Pure Value Fund Growth,Value,2008-03-27,1.93,52.0,3.22,1.47,-1.46,1.13,1.06,1.11,88.14,84.25,85.38,17.85,18.25,20.36,0.67,1.21,0.37
108272,Aditya Birla Sun Life Banking & PSU Debt Fund Reinvestment Inc Dist cum Cap Wdrl Regular Plan,Banking & PSU,2008-09-05,0.73,282.83,-0.59,-0.52,-0.65,0.78,1.08,1.17,60.23,82.75,62.57,1.11,1.62,2.03,-0.55,0.4,0.45
108273,Aditya Birla Sun Life Banking & PSU Debt Fund Growth Regular Plan,Banking & PSU,2008-09-05,0.73,282.83,-0.03,-0.13,-0.25,0.79,1.08,1.3,76.39,87.88,81.45,1.04,1.58,1.98,-0.0,0.66,0.75
108274,Aditya Birla Sun Life Banking & PSU Debt Fund Quarterly Rnvstmnt Inc Dist cum Cap Wdrl Regular Plan,Banking & PSU,2008-07-24,0.73,282.83,-0.91,-0.7,-1.67,0.81,1.11,1.33,31.53,68.58,68.01,1.52,1.8,2.17,-0.6,0.28,0.03
108403,Taurus Largecap Equity Fund - Reinvestment of Income Distribution cum capital wdrl,Large-Cap,2008-08-05,2.57,82.0,-0.92,-2.5,-3.28,1.11,0.97,0.97,85.02,86.22,91.76,16.92,16.0,16.54,0.4,0.94,0.23
108465,ICICI Prudential Bluechip Fund Rnvstmnt of Inc Dist cum Cap Wdrl,Large-Cap,2008-05-23,1.47,15.0,2.64,2.17,0.32,0.9,0.91,0.94,95.82,96.37,96.6,12.91,14.19,15.66,0.69,1.31,0.46
108466,ICICI Prudential Bluechip Fund Growth,Large-Cap,2008-05-23,1.47,15.0,3.42,3.09,1.06,0.89,0.9,0.93,95.38,96.01,96.78,12.79,14.05,15.53,0.75,1.37,0.51
108596,Bandhan Core Equity Fund - Growth,Large & Mid- Cap,2005-09-08,1.78,150.0,6.95,5.63,1.08,0.97,0.91,1.02,88.94,88.27,91.85,14.88,15.19,17.63,0.95,1.5,0.52
108597,Bandhan Core Equity Fund - Payout of Income Distribution cum Capital Withdrawal option,Large & Mid- Cap,2005-09-08,1.78,150.0,6.52,5.36,0.61,0.96,0.91,1.03,88.44,88.15,91.48,14.77,15.13,17.85,0.92,1.49,0.49
108632,Bandhan Low Duration Fund Regular Plan Growth,Low Duration,2006-01-17,0.6,564.79,-1.15,-0.66,-0.27,4.98,5.36,2.74,62.23,39.84,35.38,0.64,0.78,0.79,-0.26,0.49,1.14
108633,Bandhan Low Duration Fund Regular Plan Daily Payout of Income Distribution cum cptl Wdrl opt,Low Duration,2006-01-17,0.6,564.79,-3.39,-1.97,-1.87,3.15,3.62,1.84,5.27,6.56,9.73,1.06,1.01,0.84,-2.55,-1.17,-1.34
108634,Bandhan Low Duration Fund Regular Plan Weekly Payout of Income Distribution cum cptl Wdrl opt,Low Duration,2006-01-17,0.6,564.79,-3.56,-2.07,-2.37,2.13,3.34,1.16,2.7,5.44,2.46,1.02,1.01,0.98,-3.09,-1.28,-1.76
108635,Bandhan Low Duration Fund Regular Plan Monthly Payout of Income Distribution cum cptl Wdrl opt,Low Duration,2006-01-25,0.6,564.79,-1.32,-0.79,-1.4,2.87,4.09,0.53,8.95,15.88,0.65,0.84,0.86,0.9,-0.97,-0.05,-1.24
108644,Bandhan Government Securities Fund - Constant Maturity Regular Mn Pyt of Inc Dis cum cptl Wdrl opt,10 yr Government Bond,2002-09-03,0.37,507.99,-0.68,-0.47,-0.97,0.84,0.88,0.54,93.92,92.81,54.97,2.98,3.38,3.26,0.19,0.24,0.06
108646,Bandhan Government Securities Fund - Constant Maturity Regular Qt Payout of Inc Dis cum cptl Wdrlopt,10 yr Government Bond,2002-09-03,0.37,507.99,-0.58,-0.54,-0.74,0.76,0.84,0.53,49.57,68.09,44.23,3.64,3.77,3.61,0.15,0.18,0.11
108650,Bandhan Money Manager Fund Regular Plan Daily Payout of Income Distribution cum cptl Wdrl opt,Money Market,2003-02-18,0.35,482.71,-3.2,-2.23,-2.23,2.13,2.97,1.43,2.8,6.3,8.13,0.97,0.86,0.73,-2.76,-1.8,-2.27
108701,Bandhan Money Manager Fund Regular Plan Weekly Payout of Income Distribution cum cptl Wdrl opt,Money Market,2003-02-18,0.35,482.71,-3.42,-2.35,-2.69,1.17,2.63,0.78,0.94,4.72,1.52,0.94,0.85,0.83,-3.35,-1.95,-2.57
108713,Bandhan Bond Fund - Short Term Plan Regular Plan Fortnightly Rnvmt of Inc Dis cum Cptl Wdrl Opt,Short Duration,2006-09-08,0.8,296.58,-0.65,-0.85,-2.15,1.19,1.08,0.89,77.11,82.74,61.69,1.5,1.66,1.5,-0.44,0.2,-0.65
108727,Bandhan Bond Fund - Medium Term Plan Regular Plan Monthly Reinvestment of Inc Dis cum Cptl Wdrl Opt,Medium Duration,2006-04-07,1.31,151.38,-1.05,-1.42,-2.67,1.86,1.42,1.26,87.7,77.11,62.28,2.13,2.25,2.14,-0.49,0.06,-0.48
108728,Bandhan Bond Fund - Medium Term Plan - Regular Plan - Growth,Medium Duration,2003-08-07,1.31,151.38,-1.02,-1.38,-1.17,1.86,1.43,1.37,87.57,77.2,81.47,2.14,2.26,2.09,-0.47,0.08,0.3
108729,Bandhan Bond Fund - Medium Term Plan Regular Plan Fortnightly Reinvmt of Inc Dis cum Cptl Wdrl Opt,Medium Duration,2006-06-23,1.31,151.38,-1.23,-1.56,-2.74,1.78,1.42,1.2,83.84,77.84,66.67,2.09,2.24,1.97,-0.59,-0.01,-0.59
108753,Bandhan Government Securities Fund - Constant Maturity Regular - Growth,10 yr Government Bond,2002-09-03,0.37,507.99,-0.62,-0.4,0.95,0.84,0.89,0.61,93.96,92.79,72.38,2.99,3.41,3.3,0.21,0.26,0.7
108756,Bandhan Money Manager Fund Regular Plan Growth,Money Market,2003-02-18,0.35,482.71,-1.0,-0.93,-0.72,3.76,4.48,2.15,64.07,60.19,34.5,0.51,0.66,0.7,-0.6,-0.24,0.18
108757,Bandhan Money Manager Fund Regular Plan Monthly Payout of Income Distribution cum cptl Wdrl opt,Money Market,2003-02-18,0.35,482.71,-1.16,-1.07,-1.73,1.55,3.17,0.25,3.07,14.33,0.2,0.77,0.76,0.8,-1.21,-0.74,-1.96
108763,Bandhan Bond Fund - Income Plan Regular Plan Half Yearly Payout of Income Dis cum Cptl Wdrl Opt,Medium to Long Duration,2000-08-22,1.98,254.09,-1.71,-1.62,-2.35,1.19,1.1,1.13,92.62,86.01,78.12,2.67,2.95,3.67,-0.5,-0.13,-0.16
108764,Bandhan Bond Fund - Income Plan Regular Plan Quarterly Payout of Income Dis cum Cptl Wdrl Opt,Medium to Long Duration,2000-07-14,1.98,254.09,-1.61,-1.53,-2.47,1.13,1.07,1.11,61.01,69.1,72.0,3.09,3.19,3.74,-0.41,-0.1,-0.19
108765,Bandhan Bond Fund - Income Plan - Regular Plan - Growth,Medium to Long Duration,2000-07-14,1.98,254.09,-1.57,-1.46,-1.32,1.2,1.11,1.16,92.64,85.25,86.02,2.69,2.97,3.61,-0.45,-0.07,0.15
108766,Bandhan Bond Fund - Income Plan Regular Plan Annual Payout of Income Dis cum Cptl Wdrl Opt,Medium to Long Duration,2000-06-09,1.98,254.09,-3.49,-2.58,-3.6,0.7,0.9,0.87,17.2,39.21,23.32,3.58,3.49,5.16,-0.93,-0.45,-0.43
108767,Bandhan Bond Fund - Short Term Plan Regular Plan Monthly Payout of Inc Dis cum Cptl Wdrl Opt,Short Duration,2000-12-14,0.8,296.58,-0.3,-0.52,-1.95,1.2,1.06,0.92,86.14,88.17,65.78,1.44,1.58,1.5,-0.2,0.41,-0.49
108768,Bandhan Bond Fund - Short Term Plan Regular Plan Growth,Short Duration,2000-12-14,0.8,296.58,-0.26,-0.5,-0.43,1.22,1.07,1.02,88.14,88.96,88.94,1.44,1.59,1.51,-0.17,0.43,0.62
108799,Bandhan Large Cap Fund Growth,Large-Cap,2006-09-06,2.07,126.0,0.02,-0.28,-0.93,1.01,0.91,0.92,94.28,92.45,95.01,14.62,14.54,15.57,0.48,1.11,0.38
108800,Bandhan Large Cap Fund Reinvestment of Income Distribution cum cptl Wdrl opt,Large-Cap,2006-09-06,2.07,126.0,-2.22,-1.43,-2.06,0.93,0.88,0.92,86.24,88.75,93.26,14.09,14.32,15.65,0.3,1.01,0.3
108908,Bandhan Sterling Value Fund Regular Plan Reinvestment of Income Distribution cum cptl Wdrl opt,Value,2008-07-03,1.77,34.0,2.24,7.73,0.26,0.89,0.98,1.15,91.81,80.15,85.14,13.78,17.12,21.13,0.66,1.55,0.45
108909,Bandhan Sterling Value Fund Regular Plan Growth,Value,2008-07-03,1.77,34.0,2.69,8.02,0.65,0.9,0.98,1.14,92.29,80.62,85.49,13.82,17.1,20.88,0.69,1.57,0.47
109108,Aditya Birla Sun Life Savings Fund Retail Daily Reinvst of Inc Dis cum Cap Wdrl,Ultra Short Duration,2008-06-18,0.55,237.98,-0.15,0.06,-0.42,3.9,4.49,1.08,49.81,33.4,5.84,0.57,0.76,0.72,1.52,1.44,-0.01
109264,Bank of India Ultra Short Duration Fund Regular Plan Weekly Reinvestment of Income Dist cum Cap Wdrl,Ultra Short Duration,2008-07-16,0.85,303.87,-1.11,-1.03,-1.08,2.82,3.47,1.2,58.26,48.57,17.58,0.41,0.59,0.55,-1.82,-0.99,-1.47
109269,Bank of India Ultra Short Duration Fund Regular Plan Growth,Ultra Short Duration,2008-07-16,0.85,303.87,-1.1,-0.85,-0.26,2.79,3.19,2.07,68.2,59.35,46.32,0.4,0.51,0.64,-1.99,-0.82,1.18
109366,Canara Robeco Ultra Short Term Fund Regular Plan Weekly Reinvestment of Income Dist cum Cap Wdrl,Ultra Short Duration,2008-11-07,0.95,252.33,-1.15,-1.08,-1.33,3.11,3.37,0.55,73.35,67.15,5.49,0.44,0.57,0.46,-1.8,-1.43,-3.21
109370,Canara Robeco Ultra Short Term Fund Regular Plan Monthly Reinvestment of Income Dist cum Cap Wdrl,Ultra Short Duration,2012-05-10,0.95,252.33,-1.81,-1.46,-1.67,2.15,2.65,0.78,7.21,14.17,6.18,0.68,0.64,0.52,-2.18,-1.75,-2.96
109371,Canara Robeco Ultra Short Term Fund Regular Plan Growth,Ultra Short Duration,2008-07-14,0.95,252.33,-1.16,-1.08,-0.79,3.11,3.37,1.49,73.3,67.08,41.04,0.44,0.57,0.55,-1.81,-1.43,-0.65
109372,Canara Robeco Ultra Short Term Fund Regular Plan Daily Reinvestment of Income Dist cum Cap Wdrl,Ultra Short Duration,2008-11-07,0.95,252.33,-1.17,-1.12,-1.37,3.04,3.23,0.54,72.08,57.31,5.38,0.43,0.59,0.47,-1.94,-1.56,-3.35
109472,Nippon India Corporate Bond Fund Daily Reinvestment of Income Dis cum cptl wdrl,Corporate Bond,2008-07-23,0.74,154.52,0.39,0.41,-0.66,0.94,0.8,0.64,79.61,77.93,60.51,1.18,1.27,1.09,0.4,1.04,0.16
109473,Nippon India Corporate Bond Fund Weekly Reinvestment of Income Dis cum cptl wdrl,Corporate Bond,2008-07-23,0.74,154.52,0.43,0.44,-0.8,0.94,0.81,0.65,79.14,77.74,58.3,1.18,1.27,1.12,0.43,1.06,0.04
109501,UTI - Ultra Short Duration Fund - Regular Plan - Daily Reinvestment Inc Dist cum Cap Wdrl Option,Ultra Short Duration,2008-07-25,0.92,97.65,-0.91,-0.54,-1.11,3.11,2.65,0.15,68.6,38.87,0.03,0.45,0.54,1.28,-0.91,-0.15,-0.85
109740,ICICI Prudential Bond Fund Growth,Medium to Long Duration,2008-08-18,1.03,114.76,0.49,0.17,-0.05,0.8,0.9,0.85,91.4,91.11,90.31,1.82,2.34,2.58,0.44,0.52,0.51
109741,ICICI Prudential Bond Fund Monthly Rnvstmnt of Inc Dist cum Cap Wdrl,Medium to Long Duration,2008-08-18,1.03,114.76,0.33,-0.33,-1.29,1.18,1.33,0.9,61.87,70.41,63.76,3.16,3.88,3.25,0.24,0.3,0.05
109743,ICICI Prudential Bond Fund Quarterly Rnvstmnt of Inc Dist cum Cap Wdrl,Medium to Long Duration,2009-02-16,1.03,114.76,0.38,0.07,-1.1,0.79,0.89,0.79,91.38,91.14,79.29,1.8,2.33,2.58,0.39,0.48,0.07
110282,Aditya Birla Sun Life Banking & PSU Debt Fund Monthly Rnvstmnt Inc Dist cum Cap Wdrl Regular Plan,Banking & PSU,2008-09-25,0.73,282.83,-0.79,-0.6,-1.52,0.81,1.08,1.24,17.34,48.37,53.34,1.99,2.09,2.28,-0.39,0.27,0.05
110490,Aditya Birla Sun Life Banking & PSU Debt Fund Retail Monthly Payout Inc Dist cum Cap Wdrl,Banking & PSU,2008-10-13,0.73,282.83,-0.82,-0.62,-1.53,0.81,1.09,1.24,17.5,48.38,53.19,1.99,2.1,2.28,-0.4,0.27,0.04
110598,Bank of India Large & Mid Cap Equity Fund Regular Quarterly Reinvestment of IncomeDistcumCapWdrl,Large & Mid- Cap,2008-10-21,2.3,90.0,-3.56,-3.17,-2.74,1.11,0.99,1.0,45.23,53.95,69.91,24.02,21.0,19.98,0.19,0.74,0.26
110599,Bank of India Large & Mid Cap Equity Fund Eco Growth,Large & Mid- Cap,2008-10-21,1.58,90.0,1.27,0.55,-0.99,1.04,0.94,0.99,90.98,88.4,89.07,15.83,15.63,17.42,0.57,1.17,0.39
110601,Bank of India Large & Mid Cap Equity Fund Eco Bonus,Large & Mid- Cap,2008-10-21,1.58,90.0,1.27,0.56,-0.99,1.04,0.94,0.99,90.96,88.4,89.06,15.83,15.61,17.41,0.57,1.17,0.39
110603,Bank of India Large & Mid Cap Equity Fund Regular Growth,Large & Mid- Cap,2008-10-21,2.3,90.0,0.67,-0.0,-1.66,1.04,0.94,0.99,90.96,88.37,89.06,15.82,15.61,17.41,0.53,1.13,0.35
110604,Bank of India Large & Mid Cap Equity Fund Eco Quarterly Payout of Income Dist cum Cap Wdrl,Large & Mid- Cap,2008-10-21,1.58,90.0,1.26,0.51,-1.25,1.04,0.94,0.99,90.88,88.33,88.83,15.82,15.6,17.46,0.57,1.17,0.38
110606,Bank of India Large & Mid Cap Equity Fund Regular Bonus,Large & Mid- Cap,2008-10-21,2.3,90.0,0.67,-0.0,-1.66,1.04,0.94,0.99,90.96,88.34,89.07,15.82,15.61,17.41,0.53,1.13,0.35
110607,Bank of India Large & Mid Cap Equity Fund Regular Reinvestment of Income Dist cum Cap Wdrl,Large & Mid- Cap,2008-10-21,2.3,90.0,0.67,-0.08,-1.89,1.04,0.94,0.99,90.96,88.4,89.04,15.81,15.61,17.42,0.53,1.13,0.34
110608,Bank of India Large & Mid Cap Equity Fund Eco Reinvestment of Income Dist cum Cap Wdrl,Large & Mid- Cap,2008-10-21,1.58,90.0,1.28,0.45,-1.58,1.04,0.94,0.99,90.97,88.51,88.7,15.82,15.63,17.43,0.57,1.16,0.36
